intervention,phase,ct_id,pmid
intervention11,phase 2,nct01476410,30179569
intervention11,phase 2,nct01100528,31371315
intervention11,phase 2,nct00049036,32107337
intervention11,phase 2,nct00049036,20023215
intervention11,phase 2,nct01096342,25395429
intervention11,phase 2,nct01433913,28692586
intervention11,phase 2,nct00967031,24013510
intervention11,phase 2,nct00967031,23122784
intervention11,phase 2,nct02258659,30481287
intervention11,phase 2,nct00821964,28114604
intervention11,phase 2,nct00057941,22418699
intervention11,phase 2,nct00363883,33409898
intervention11,phase 2,nct00939627,25057165
intervention11,phase 2,nct01338792,24099865
intervention11,phase 2,nct01051570,26375845
intervention11,phase 2,nct00470470,21642685
intervention11,phase 2,nct00119249,21206909
intervention11,phase 2,nct00031655,32499241
intervention11,phase 2,nct00812669,28925785
intervention11,phase 2,nct01105377,24583822
intervention11,phase 2,nct00425750,25081901
intervention11,phase 2,nct02058706,33496795
intervention11,phase 2,nct01697527,30573690
intervention11,phase 2,nct00655499,23041588
intervention11,phase 2,nct00544414,25057165
intervention11,phase 2,nct00389818,23169503
intervention11,phase 2,nct01807065,30682445
intervention11,phase 2,nct00729612,31319977
intervention11,phase 2,nct00729612,26123189
intervention11,phase 2,nct00081276,22541066
intervention11,phase 2,nct01782313,27771610
intervention11,phase 2,nct00089011,32499241
intervention11,phase 2,nct01267812,29954415
intervention11,phase 2,nct01151449,26059540
intervention11,phase 2,nct00303823,24388920
intervention11,phase 2,nct00290758,22307566
intervention11,phase 2,nct00468910,26503631
intervention11,phase 2,nct00459381,20200024
intervention11,phase 2,nct00357032,24369094
intervention11,phase 2,nct00227591,20651074
intervention11,phase 2,nct00381550,24362550
intervention11,phase 2,nct00109811,19483644
intervention11,phase 2,nct01525966,33098195
intervention11,phase 2,nct01209325,30658128
intervention11,phase 2,nct01164176,24050953
intervention11,phase 2,nct01120275,25250858
intervention11,phase 2,nct01258998,26213141
intervention11,phase 2,nct01118351,31231785
intervention11,phase 2,nct01385059,26450920
intervention11,phase 2,nct01492582,31291010
intervention11,phase 2,nct00867529,31481800
intervention11,phase 2,nct01707004,32683127
intervention11,phase 2,nct00278343,25895616
intervention11,phase 2,nct00023998,32154021
intervention11,phase 2,nct00121199,22734071
intervention11,phase 2,nct00673153,22133771
intervention11,phase 1/phase 2,nct01318317,27118452
intervention11,phase 1/phase 2,nct01105312,26774555
intervention11,phase 1/phase 2,nct01259089,25870087
intervention11,phase 1/phase 2,nct01212952,28684537
intervention11,phase 1/phase 2,nct00078858,32499241
intervention11,phase 1/phase 2,nct01582009,31654285
intervention11,phase 1/phase 2,nct00589056,31436839
intervention11,phase 1/phase 2,nct01009736,30801647
intervention11,phase 1/phase 2,nct01009736,30476157
intervention11,phase 1/phase 2,nct00791037,27190628
intervention11,phase 1/phase 2,nct00055913,19201650
intervention11,phase 1/phase 2,nct00436501,21992853
intervention11,phase 1/phase 2,nct00006251,32499241
intervention11,phase 1/phase 2,nct00521144,21620511
intervention11,phase 1/phase 2,nct01083368,30402678
intervention11,phase 1/phase 2,nct00670358,25135992
intervention11,phase 1/phase 2,nct01783756,30542377
intervention11,phase 3,nct00274937,31657981
intervention11,phase 3,nct00274937,31553639
intervention11,phase 3,nct00088894,34028627
intervention11,phase 3,nct01031030,26206258
intervention11,phase 3,nct00634725,27139057
intervention11,phase 3,nct00033293,29376112
intervention11,phase 3,nct00369850,24487691
intervention11,phase 3,nct00017095,24618153
intervention11,phase 3,nct00017095,21570352
intervention11,phase 3,nct00017095,18024211
intervention11,phase 3,nct00017095,21422418
intervention11,phase 3,nct00369317,28389462
intervention11,phase 3,nct01386398,32632956
intervention11,phase 3,nct00118365,20538001
intervention11,phase 3,nct00003835,30826660
intervention11,phase 3,nct00003835,29710284
intervention11,phase 3,nct00003835,28327908
intervention11,phase 3,nct00003835,25310185
intervention11,phase 3,nct00003835,30038051
intervention11,phase 3,nct00003835,29489429
intervention11,phase 3,nct00003835,24231454
intervention11,phase 3,nct00003835,21997132
intervention11,phase 3,nct00003835,20052723
intervention11,phase 3,nct00004931,31268130
intervention11,phase 3,nct00004931,32085892
intervention11,phase 3,nct00004931,27270348
intervention11,phase 3,nct00004931,20233444
intervention11,phase 3,nct00004931,24220557
intervention11,phase 3,nct00004931,21997132
intervention11,phase 3,nct00004931,21859995
intervention11,phase 3,nct00004931,17853393
intervention11,phase 3,nct00004931,17470851
intervention11,phase 3,nct00041197,19303137
intervention11,phase 3,nct00041197,24638003
intervention11,phase 3,nct00110214,34028627
intervention11,phase 3,nct00626990,34000245
intervention11,phase 3,nct00626990,28801186
intervention11,phase 3,nct01094964,30274699
intervention11,phase 3,nct01099423,30543350
intervention11,phase 3,nct01099423,24338498
intervention11,phase 3,nct01290939,29141164
intervention11,phase 3,nct01290939,30952559
intervention11,phase 3,nct01290939,27744512
intervention11,phase 3,nct00085124,31171508
intervention11,phase 3,nct00085124,34162404
intervention11,phase 3,nct00085124,31375516
intervention11,phase 3,nct00354302,24636210
intervention11,phase 3,nct02135419,33594934
intervention11,phase 3,nct00047268,29217778
intervention11,phase 3,nct00047268,20802024
intervention11,phase 3,nct00053352,31355926
intervention11,phase 3,nct00989690,24831979
intervention11,phase 2/phase 3,nct01208064,26074395
intervention11,phase 2/phase 3,nct00021060,17167137
intervention11,phase 2/phase 3,nct01097265,21569373
intervention12,phase 2,nct00873093,30957229
intervention12,phase 2,nct00873093,28419486
intervention12,phase 2,nct00547534,21239695
intervention12,phase 2,nct00068289,25490004
intervention12,phase 2,nct00083226,24890858
intervention12,phase 2,nct00369707,24761968
intervention12,phase 2,nct00425750,25081901
intervention12,phase 2,nct01216683,32532790
intervention12,phase 2,nct00085410,24512954
intervention12,phase 2,nct00061932,24526575
intervention12,phase 2,nct00381940,25833390
intervention12,phase 2,nct02290431,33279887
intervention12,phase 2,nct01267812,29954415
intervention12,phase 2,nct01083602,23950178
intervention12,phase 2,nct00262873,21740082
intervention12,phase 2,nct00980395,29056470
intervention12,phase 2,nct00458913,31576173
intervention12,phase 2,nct00458913,23791541
intervention12,phase 2,nct00433537,24458437
intervention12,phase 2,nct00262860,18504251
intervention12,phase 2,nct00513877,31576173
intervention12,phase 1,nct00544284,21850464
intervention12,phase 1,nct01794507,28847998
intervention12,phase 1,nct01794507,26707935
intervention12,phase 1,nct00290680,18053191
intervention12,phase 1,nct00103272,23256542
intervention12,phase 1,nct01111188,31120355
intervention12,phase 1,nct00111813,23040438
intervention12,phase 1,nct00598169,30573564
intervention12,phase 1,nct01078961,25986244
intervention12,phase 1,nct00703300,22566605
intervention12,phase 1,nct00129207,20110052
intervention12,phase 1,nct00291538,18768528
intervention12,phase 1,nct00091117,22394984
intervention12,phase 1/phase 2,nct01212952,28684537
intervention12,phase 1/phase 2,nct00742625,34162404
intervention12,phase 1/phase 2,nct00742625,31375516
intervention12,phase 1/phase 2,nct00903968,31456261
intervention12,phase 3,nct00048230,21791470
intervention12,phase 3,nct00048230,19725827
intervention12,phase 3,nct00048230,25261096
intervention12,phase 3,nct00048230,23018640
intervention12,phase 3,nct01386398,32632956
intervention12,phase 3,nct00417911,23616624
intervention12,phase 3,nct00773747,24055414
intervention12,phase 3,nct00111319,27738789
intervention12,phase 3,nct00111319,22469559
intervention12,phase 3,nct00111319,20628153
intervention12,phase 3,nct00111319,18753647
intervention12,phase 3,nct00111319,23233713
intervention12,phase 3,nct00111319,21839411
intervention12,phase 3,nct00111319,20874823
intervention13,phase 2,nct00040690,18612102
intervention13,phase 2,nct00509496,22555974
intervention13,phase 2,nct00002665,18156492
intervention13,phase 2,nct00392834,25957391
intervention13,phase 2,nct00873093,30957229
intervention13,phase 2,nct00873093,28419486
intervention13,phase 2,nct00303719,21403127
intervention13,phase 2,nct00303719,19179301
intervention13,phase 2,nct00303719,22430088
intervention13,phase 2,nct00005962,19804455
intervention13,phase 2,nct00109837,29618479
intervention13,phase 2,nct00070174,28411282
intervention13,phase 2,nct00070174,22649108
intervention13,phase 2,nct00070174,22378848
intervention13,phase 2,nct00070174,20413658
intervention13,phase 2,nct00070174,20056794
intervention13,phase 2,nct00070174,19304957
intervention13,phase 2,nct01920932,33826362
intervention13,phase 2,nct00041327,19204798
intervention13,phase 2,nct00285389,20220059
intervention13,phase 2,nct00274846,24719405
intervention13,phase 2,nct00032019,22133772
intervention13,phase 2,nct02763475,33610500
intervention13,phase 2,nct02763475,31919123
intervention13,phase 2,nct00028600,32325171
intervention13,phase 2,nct00822120,31331918
intervention13,phase 2,nct00822120,30723079
intervention13,phase 2,nct02523976,34120773
intervention13,phase 2,nct02523976,33858040
intervention13,phase 2,nct00971763,24220559
intervention13,phase 2,nct01427881,26764356
intervention13,phase 2,nct00039377,34162404
intervention13,phase 2,nct00039377,24077846
intervention13,phase 2,nct00770224,29396094
intervention13,phase 2,nct00025441,20338746
intervention13,phase 2,nct00429299,34153715
intervention13,phase 2,nct00429299,26245675
intervention13,phase 2,nct00429299,24590635
intervention13,phase 2,nct02299999,32067679
intervention13,phase 2,nct00309881,25196783
intervention13,phase 2,nct00558519,33496745
intervention13,phase 2,nct00558519,30658992
intervention13,phase 2,nct00096382,22555974
intervention13,phase 2,nct00049036,32107337
intervention13,phase 2,nct00049036,20023215
intervention13,phase 2,nct00124111,20045791
intervention13,phase 2,nct00478218,21630308
intervention13,phase 2,nct00812669,28925785
intervention13,phase 2,nct00020943,22102709
intervention13,phase 2,nct01697527,30573690
intervention13,phase 2,nct00607581,22983583
intervention13,phase 2,nct00017225,27465021
intervention13,phase 2,nct00017225,18349403
intervention13,phase 2,nct00004010,21079154
intervention13,phase 2,nct00389818,23169503
intervention13,phase 2,nct00002803,18349403
intervention13,phase 2,nct00301821,27282998
intervention13,phase 2,nct00301821,21673350
intervention13,phase 2,nct00301821,21383282
intervention13,phase 2,nct00309842,19706886
intervention13,phase 2,nct00309842,18997171
intervention13,phase 2,nct00425802,24534109
intervention13,phase 2,nct00715208,25039282
intervention13,phase 2,nct00726700,22337718
intervention13,phase 2,nct00005089,27382104
intervention13,phase 2,nct00274924,19767508
intervention13,phase 2,nct01414855,31050355
intervention13,phase 2,nct01414855,30277102
intervention13,phase 2,nct00003573,23857975
intervention13,phase 2,nct00820547,27032301
intervention13,phase 2,nct00003211,17012043
intervention13,phase 2,nct00275015,22490331
intervention13,phase 2,nct00061893,23065953
intervention13,phase 2,nct00564889,22504925
intervention13,phase 2,nct02004262,31126960
intervention13,phase 2,nct01857934,32221013
intervention13,phase 2,nct00433537,24458437
intervention13,phase 2,nct00233987,29289757
intervention13,phase 2,nct01707004,32683127
intervention13,phase 2,nct00933517,24827135
intervention13,phase 2,nct00144807,27282998
intervention13,phase 2,nct00144807,26373676
intervention13,phase 2,nct00144807,21546499
intervention13,phase 2,nct00121199,22734071
intervention13,phase 2,nct00305682,21403127
intervention13,phase 2,nct00305682,19179301
intervention13,phase 2,nct00305682,18997171
intervention13,phase 2,nct00305682,22430088
intervention13,phase 1,nct00683670,25837513
intervention13,phase 1,nct00683670,23867552
intervention13,phase 1,nct00652691,19648970
intervention13,phase 1,nct00324623,24726012
intervention13,phase 1,nct02070406,30573690
intervention13,phase 1,nct01309789,29507077
intervention13,phase 1,nct01309789,25135998
intervention13,phase 1,nct00719173,22245954
intervention13,phase 1,nct00621452,22308288
intervention13,phase 1,nct00012207,18509084
intervention13,phase 1,nct00293410,17562873
intervention13,phase 1,nct01334502,27374464
intervention13,phase 3,nct00410631,27465021
intervention13,phase 3,nct01085617,27480385
intervention13,phase 3,nct00003519,29138761
intervention13,phase 3,nct00003519,18678838
intervention13,phase 3,nct00613457,31601692
intervention13,phase 3,nct00613457,26888258
intervention13,phase 3,nct00613457,26853647
intervention13,phase 3,nct00613457,24415536
intervention13,phase 3,nct00613457,21719599
intervention13,phase 3,nct00613457,20154213
intervention13,phase 3,nct00613457,29148893
intervention13,phase 3,nct00288002,24273046
intervention13,phase 3,nct00288002,22508812
intervention13,phase 3,nct00288002,20308671
intervention13,phase 3,nct00288002,20308670
intervention13,phase 3,nct00017290,24799467
intervention13,phase 3,nct00049595,27114593
intervention13,phase 3,nct01031030,26206258
intervention13,phase 3,nct00877006,30811293
intervention13,phase 3,nct00877006,24591201
intervention13,phase 3,nct00877006,26875824
intervention13,phase 3,nct00678327,30220622
intervention13,phase 3,nct00678327,27332902
intervention13,phase 3,nct00041119,30409792
intervention13,phase 3,nct00041119,24934787
intervention13,phase 3,nct00400946,29941458
intervention13,phase 3,nct00400946,26549586
intervention13,phase 3,nct00400946,20007809
intervention13,phase 3,nct00400946,27957785
intervention13,phase 3,nct00400946,29090520
intervention13,phase 3,nct00016406,19851858
intervention13,phase 3,nct00379340,31449468
intervention13,phase 3,nct00379340,29659330
intervention13,phase 3,nct00005589,23547078
intervention13,phase 3,nct00033293,29376112
intervention13,phase 3,nct01777152,30522922
intervention13,phase 3,nct01777152,25135998
intervention13,phase 3,nct00017095,24618153
intervention13,phase 3,nct00017095,21570352
intervention13,phase 3,nct00017095,18024211
intervention13,phase 3,nct00017095,21422418
intervention13,phase 3,nct01099436,31455425
intervention13,phase 3,nct01099436,26738606
intervention13,phase 3,nct00070278,26882907
intervention13,phase 3,nct00070278,24360787
intervention13,phase 3,nct00070278,26715442
intervention13,phase 3,nct00005596,23233662
intervention13,phase 3,nct00005596,23007406
intervention13,phase 3,nct00005596,22368272
intervention13,phase 3,nct00005596,18388178
intervention13,phase 3,nct00929591,20004966
intervention13,phase 3,nct00028886,18805967
intervention13,phase 3,nct00002649,18256325
intervention13,phase 3,nct00382109,25862561
intervention13,phase 3,nct00382109,24497539
intervention13,phase 3,nct00278421,31868632
intervention13,phase 3,nct00118209,32232481
intervention13,phase 3,nct00118209,30939090
intervention13,phase 3,nct00118209,22180164
intervention13,phase 3,nct00629278,18952561
intervention13,phase 3,nct00629278,31747948
intervention13,phase 3,nct00629278,30219886
intervention13,phase 3,nct00002610,23382471
intervention13,phase 3,nct00003577,25897014
intervention13,phase 3,nct00003577,24915873
intervention13,phase 3,nct00003577,17079759
intervention13,phase 3,nct00002798,20413658
intervention13,phase 3,nct00002798,20056794
intervention13,phase 3,nct00002798,19304957
intervention13,phase 3,nct00004218,23091097
intervention13,phase 3,nct00004218,21659360
intervention13,phase 3,nct00004218,20511662
intervention13,phase 3,nct00085202,33405951
intervention13,phase 3,nct00085202,33743477
intervention13,phase 3,nct00085202,33502920
intervention13,phase 3,nct00085202,25665007
intervention13,phase 3,nct00030719,22742881
intervention13,phase 3,nct00140595,27282998
intervention13,phase 3,nct00140595,26373676
intervention13,phase 3,nct00140595,22118442
intervention13,phase 3,nct00140595,25385729
intervention13,phase 3,nct00003093,20879880
intervention13,phase 3,nct00002967,26276354
intervention13,phase 3,nct00003782,20519679
intervention13,phase 3,nct00003782,28954297
intervention13,phase 3,nct00005603,24970932
intervention13,phase 3,nct00005603,22368272
intervention13,phase 3,nct00005603,23007406
intervention13,phase 3,nct00005603,19880498
intervention13,phase 3,nct00005603,18388178
intervention13,phase 3,nct00005603,20139093
intervention13,phase 3,nct00004128,30523055
intervention13,phase 3,nct00004128,29926156
intervention13,phase 3,nct00004128,24986689
intervention13,phase 3,nct00004128,24297940
intervention13,phase 3,nct00014222,28379421
intervention13,phase 3,nct00002744,20124218
intervention13,phase 3,nct00365755,18308250
intervention13,phase 3,nct00365755,23281263
intervention13,phase 3,nct00002542,28379421
intervention13,phase 3,nct00025636,28327958
intervention13,phase 3,nct00003728,34034929
intervention13,phase 3,nct00003728,23321258
intervention13,phase 3,nct00003728,28751566
intervention13,phase 3,nct00003728,26137961
intervention13,phase 3,nct00003728,24727815
intervention13,phase 3,nct00003728,26050650
intervention13,phase 3,nct00003728,20407035
intervention13,phase 3,nct00003893,31785830
intervention13,phase 3,nct00301925,28600210
intervention13,phase 3,nct00301925,34037241
intervention13,phase 3,nct00002514,24277073
intervention13,phase 3,nct00002514,23349309
intervention13,phase 3,nct00002514,23687089
intervention13,phase 3,nct00002514,33895809
intervention13,phase 3,nct00002514,19244158
intervention13,phase 3,nct00002514,18048644
intervention13,phase 3,nct00002514,19635999
intervention13,phase 3,nct00052936,28398499
intervention13,phase 3,nct00052936,22337718
intervention13,phase 3,nct00052936,28614910
intervention13,phase 3,nct00052936,18226581
intervention13,phase 3,nct00052936,25403207
intervention13,phase 3,nct00052936,25135997
intervention13,phase 3,nct00052936,24493716
intervention13,phase 3,nct00052936,23335369
intervention13,phase 3,nct00004125,18420499
intervention13,phase 3,nct00004125,26077235
intervention13,phase 3,nct00004031,24625415
intervention13,phase 3,nct00004031,24171516
intervention13,phase 3,nct00002548,22689675
intervention13,phase 3,nct00006721,29356608
intervention13,phase 3,nct00006721,23233710
intervention13,phase 3,nct00005585,23233662
intervention13,phase 3,nct00005585,23007406
intervention13,phase 3,nct00005585,18388178
intervention13,phase 3,nct00764907,26913693
intervention13,phase 3,nct00764907,24344215
intervention13,phase 3,nct00006734,28787430
intervention13,phase 3,nct00006734,23091096
intervention13,phase 3,nct00006734,25464386
intervention13,phase 3,nct00006734,26508901
intervention13,phase 3,nct00427245,26998426
intervention13,phase 3,nct00311636,26720025
intervention13,phase 3,nct00311636,21771987
intervention13,phase 3,nct00486668,24095300
intervention13,phase 3,nct00408408,26272770
intervention13,phase 3,nct00408408,22276821
intervention13,phase 3,nct00068601,25738668
intervention13,phase 3,nct00068601,30975921
intervention13,phase 3,nct00564512,22337714
intervention13,phase 3,nct00564512,29567785
intervention13,phase 3,nct00003638,23983823
intervention13,phase 3,nct00002549,30523055
intervention13,phase 3,nct00002549,29926156
intervention13,phase 3,nct00275106,28983060
intervention13,phase 3,nct00055679,28501763
intervention13,phase 3,nct01117441,33595793
intervention13,phase 3,nct01117441,31371414
intervention13,phase 3,nct01117441,31601692
intervention13,phase 3,nct01117441,28349335
intervention13,phase 3,nct00381680,32001530
intervention13,phase 3,nct00747877,27374467
intervention13,phase 3,nct00747877,26827659
intervention13,phase 3,nct00747877,24948586
intervention13,phase 3,nct00747877,23298856
intervention13,phase 3,nct00024440,17767397
intervention13,phase 3,nct00002812,22901620
intervention13,phase 3,nct00002812,21193696
intervention13,phase 3,nct00002812,18039957
intervention13,phase 3,nct00002576,32881912
intervention13,phase 3,nct00003012,26852132
intervention13,phase 3,nct00039546,28479233
intervention13,phase 3,nct01093235,28525534
intervention13,phase 3,nct01093235,28459938
intervention13,phase 3,nct01093235,25975632
intervention13,phase 3,nct00499616,31386611
intervention13,phase 3,nct00499616,30444686
intervention13,phase 3,nct00016887,18077791
intervention13,phase 3,nct00430118,26888258
intervention13,phase 3,nct00430118,23911702
intervention13,phase 3,nct00430118,22875627
intervention13,phase 3,nct00430118,22058224
intervention13,phase 3,nct00430118,21719599
intervention13,phase 3,nct00430118,20154213
intervention13,phase 3,nct00430118,18780832
intervention13,phase 3,nct00430118,29498923
intervention13,phase 3,nct00430118,29148893
intervention13,phase 3,nct00430118,26913693
intervention13,phase 3,nct00430118,21940824
intervention13,phase 3,nct00004188,23890779
intervention13,phase 3,nct00006455,21444917
intervention13,phase 3,nct00005578,19584400
intervention13,phase 3,nct00433420,26306520
intervention13,phase 3,nct00433420,25740286
intervention13,phase 3,nct00049517,27446991
intervention13,phase 3,nct00049517,26755712
intervention13,phase 3,nct00049517,19776406
intervention13,phase 3,nct00049517,21415269
intervention13,phase 3,nct00003088,30975921
intervention13,phase 3,nct00005945,31160295
intervention13,phase 3,nct00003764,25721902
intervention13,phase 3,nct00004067,31622131
intervention13,phase 3,nct00004067,27812689
intervention13,phase 3,nct00004067,30808774
intervention13,phase 3,nct00004067,25332249
intervention13,phase 3,nct00004067,26101239
intervention13,phase 3,nct00004067,16236738
intervention13,phase 3,nct00004067,22987084
intervention13,phase 3,nct00331097,25488686
intervention13,phase 3,nct00331097,18160303
intervention13,phase 3,nct00331097,25624439
intervention13,phase 1/phase 2,nct00365287,21403127
intervention13,phase 1/phase 2,nct00365287,19179301
intervention13,phase 1/phase 2,nct00365287,22430088
intervention13,phase 1/phase 2,nct00190671,22468806
intervention13,phase 1/phase 2,nct00095862,29867922
intervention13,phase 1/phase 2,nct00507442,22422823
intervention13,phase 1/phase 2,nct00507442,20508619
intervention13,phase 1/phase 2,nct00791037,27190628
intervention13,phase 1/phase 2,nct00871481,27269940
intervention13,phase 1/phase 2,nct00281983,23435461
intervention13,phase 1/phase 2,nct00281983,20595516
intervention13,phase 1/phase 2,nct00670358,25135992
intervention13,phase 1/phase 2,nct00466531,30938714
intervention13,phase 1/phase 2,nct00466531,21849486
intervention13,phase 2/phase 3,nct00003187,34146644
intervention14,phase 2,nct00002665,18156492
intervention14,phase 2,nct00109837,29618479
intervention14,phase 2,nct01159574,30792190
intervention14,phase 2,nct00285389,20220059
intervention14,phase 2,nct02523976,34120773
intervention14,phase 2,nct02523976,33858040
intervention14,phase 2,nct00558519,33496745
intervention14,phase 2,nct00558519,30658992
intervention14,phase 2,nct00538733,24576165
intervention14,phase 2,nct00478218,21630308
intervention14,phase 2,nct00305812,23141150
intervention14,phase 2,nct00607581,22983583
intervention14,phase 2,nct00492999,26010778
intervention14,phase 2,nct00492999,24646562
intervention14,phase 2,nct02290431,33279887
intervention14,phase 2,nct00091260,24668858
intervention14,phase 2,nct01083602,23950178
intervention14,phase 2,nct00679367,23144200
intervention14,phase 2,nct00026234,20048179
intervention14,phase 2,nct00275015,22490331
intervention14,phase 2,nct00564889,22504925
intervention14,phase 2,nct00558896,22493299
intervention14,phase 2,nct00558896,21690557
intervention14,phase 2,nct00433537,24458437
intervention14,phase 3,nct00869973,24323030
intervention14,phase 3,nct00613457,31601692
intervention14,phase 3,nct00613457,26888258
intervention14,phase 3,nct00613457,26853647
intervention14,phase 3,nct00613457,24415536
intervention14,phase 3,nct00613457,21719599
intervention14,phase 3,nct00613457,20154213
intervention14,phase 3,nct00613457,29148893
intervention14,phase 3,nct00064038,20876454
intervention14,phase 3,nct00920153,29502594
intervention14,phase 3,nct00400946,29941458
intervention14,phase 3,nct00400946,26549586
intervention14,phase 3,nct00400946,20007809
intervention14,phase 3,nct00400946,27957785
intervention14,phase 3,nct00400946,29090520
intervention14,phase 3,nct00005596,23233662
intervention14,phase 3,nct00005596,23007406
intervention14,phase 3,nct00005596,22368272
intervention14,phase 3,nct00005596,18388178
intervention14,phase 3,nct00028886,18805967
intervention14,phase 3,nct00475085,22915657
intervention14,phase 3,nct00002798,20413658
intervention14,phase 3,nct00002798,20056794
intervention14,phase 3,nct00002798,19304957
intervention14,phase 3,nct00179647,19332768
intervention14,phase 3,nct00165178,23358966
intervention14,phase 3,nct00005603,24970932
intervention14,phase 3,nct00005603,22368272
intervention14,phase 3,nct00005603,23007406
intervention14,phase 3,nct00005603,19880498
intervention14,phase 3,nct00005603,18388178
intervention14,phase 3,nct00005603,20139093
intervention14,phase 3,nct00002744,20124218
intervention14,phase 3,nct00707083,32779947
intervention14,phase 3,nct00025636,28327958
intervention14,phase 3,nct00003728,34034929
intervention14,phase 3,nct00003728,23321258
intervention14,phase 3,nct00003728,28751566
intervention14,phase 3,nct00003728,26137961
intervention14,phase 3,nct00003728,24727815
intervention14,phase 3,nct00003728,26050650
intervention14,phase 3,nct00003728,20407035
intervention14,phase 3,nct00002514,24277073
intervention14,phase 3,nct00002514,23349309
intervention14,phase 3,nct00002514,23687089
intervention14,phase 3,nct00002514,33895809
intervention14,phase 3,nct00002514,19244158
intervention14,phase 3,nct00002514,18048644
intervention14,phase 3,nct00002514,19635999
intervention14,phase 3,nct00002548,22689675
intervention14,phase 3,nct00005585,23233662
intervention14,phase 3,nct00005585,23007406
intervention14,phase 3,nct00005585,18388178
intervention14,phase 3,nct00764907,26913693
intervention14,phase 3,nct00764907,24344215
intervention14,phase 3,nct01998503,24386911
intervention14,phase 3,nct00078949,32396614
intervention14,phase 3,nct00078949,27993811
intervention14,phase 3,nct00078949,26109202
intervention14,phase 3,nct00078949,33800281
intervention14,phase 3,nct00078949,30740662
intervention14,phase 3,nct00078949,29097500
intervention14,phase 3,nct00078949,25267740
intervention14,phase 3,nct00275106,28983060
intervention14,phase 3,nct01117441,33595793
intervention14,phase 3,nct01117441,31371414
intervention14,phase 3,nct01117441,31601692
intervention14,phase 3,nct01117441,28349335
intervention14,phase 3,nct00381680,32001530
intervention14,phase 3,nct00002812,22901620
intervention14,phase 3,nct00002812,21193696
intervention14,phase 3,nct00002812,18039957
intervention14,phase 3,nct00343460,26921245
intervention14,phase 3,nct00343460,26289588
intervention14,phase 3,nct00033332,18805967
intervention14,phase 3,nct00967057,34010787
intervention14,phase 3,nct00967057,30826273
intervention14,phase 3,nct00016887,18077791
intervention14,phase 3,nct00430118,26888258
intervention14,phase 3,nct00430118,23911702
intervention14,phase 3,nct00430118,22875627
intervention14,phase 3,nct00430118,22058224
intervention14,phase 3,nct00430118,21719599
intervention14,phase 3,nct00430118,20154213
intervention14,phase 3,nct00430118,18780832
intervention14,phase 3,nct00430118,29498923
intervention14,phase 3,nct00430118,29148893
intervention14,phase 3,nct00430118,26913693
intervention14,phase 3,nct00430118,21940824
intervention14,phase 3,nct00006455,21444917
intervention14,phase 3,nct00005945,31160295
intervention14,phase 3,nct03275285,31833394
intervention14,phase 3,nct03275285,34097854
intervention14,phase 1,nct01794507,28847998
intervention14,phase 1,nct01794507,26707935
intervention14,phase 1,nct01749969,28483761
intervention14,phase 1,nct02648490,33713216
intervention14,phase 1,nct00598169,30573564
intervention14,phase 1,nct02199665,31124580
intervention14,phase 1/phase 2,nct00378105,20385792
intervention14,phase 1/phase 2,nct00378105,25824111
intervention14,phase 1/phase 2,nct01049945,26331432
intervention14,phase 1/phase 2,nct01212952,28684537
intervention14,phase 1/phase 2,nct00507442,22422823
intervention14,phase 1/phase 2,nct00507442,20508619
intervention15,phase 2,nct02123511,31405750
intervention15,phase 2,nct00951535,29528761
intervention15,phase 2,nct00941070,22105720
intervention15,phase 2,nct00561262,21334018
intervention15,phase 2,nct01476410,30179569
intervention15,phase 2,nct02258659,30481287
intervention15,phase 2,nct00939627,25057165
intervention15,phase 2,nct00544414,25057165
intervention15,phase 2,nct00410826,25057165
intervention15,phase 2,nct00410826,24064970
intervention15,phase 2,nct00410826,23460709
intervention15,phase 2,nct02048020,28434660
intervention15,phase 2,nct00436852,24347462
intervention15,phase 2,nct00561314,22512844
intervention15,phase 2,nct00554918,33270906
intervention15,phase 2,nct00513877,31576173
intervention15,phase 3,nct00482677,28296618
intervention15,phase 3,nct00482677,32632894
intervention15,phase 3,nct00482677,24117272
intervention15,phase 3,nct00541047,33002429
intervention15,phase 3,nct00519805,33337539
intervention15,phase 3,nct00075699,30642545
intervention15,phase 3,nct00313573,32559503
intervention15,phase 3,nct00313573,27187854
intervention15,phase 3,nct00313573,23023681
intervention15,phase 3,nct00313573,22753637
intervention15,phase 3,nct00313573,20937930
intervention15,phase 3,nct00313573,20628129
intervention15,phase 3,nct00313573,21494337
intervention15,phase 3,nct00313573,25130518
intervention15,phase 3,nct00626990,34000245
intervention15,phase 3,nct00626990,28801186
intervention15,phase 3,nct00483782,21941283
intervention15,phase 3,nct01094964,30274699
intervention15,phase 3,nct00003232,33270906
intervention15,phase 3,nct01290939,29141164
intervention15,phase 3,nct01290939,30952559
intervention15,phase 3,nct01290939,27744512
intervention15,phase 3,nct00608374,23065509
intervention15,phase 3,nct00608374,23233721
intervention15,phase 3,nct01093235,28525534
intervention15,phase 3,nct01093235,28459938
intervention15,phase 3,nct01093235,25975632
intervention15,phase 3,nct00079066,30466310
intervention15,phase 3,nct00079066,18946061
intervention15,phase 3,nct00079066,18003960
intervention15,phase 1,nct01077453,26667449
intervention15,phase 1,nct00516243,22827973
intervention15,phase 2/phase 3,nct01208064,26074395
intervention15,phase 1/phase 2,nct01024907,23388559
intervention15,early phase 1,nct01781741,30497431
